Topic,Video_Title,Video_ID,Published_At,duration,viewCount,likeCount,dislikeCount,favoriteCount
data science lectures,Coronavirus Outbreak Prediction Using Machine Learning | Predicted vs Actual | Simplilearn,sHWKN5dakPw,2020-03-18T15:10:46Z,31:4,85948,732,117,0
data science lectures,NASSCOM: Big Data &amp; Analytics Summit 2017 - Session I: Opening Keynote,P_6Y71F_F7U,2017-06-29T09:54:04Z,35:4,1179328,15642,612,0
data science lectures,Network Analysis Tutorial: Introduction to Networks,xnX555j2sI8,2017-03-24T13:49:33Z,4:16,42112,228,6,0
data science lectures,Convolutional Neural Network Tutorial (CNN) | How CNN Works | Deep Learning Tutorial | Simplilearn,Jy9-aGMB_TE,2018-06-19T14:45:45Z,1:3:56,78732,963,36,0
data science lectures,Data Dissemination in Sensor Network – Flooding and Gossiping | ASN Lectures,PTsqcFbcONE,2019-05-06T12:12:33Z,8:7,4241,32,3,0
data science lectures,INTRODUCTION TO DATA MINING IN HINDI,zgOhXy3FFTM,2016-01-06T21:09:27Z,15:39,135074,1056,99,0
data science lectures,Keynote: Judea Pearl - The New Science of Cause and Effect,ZaPV1OSEpHw,2018-11-29T20:35:26Z,1:6:9,25209,503,15,0
data science lectures,1. Introduction to Statistics,VPZD_aij8H0,2017-10-30T16:08:26Z,1:18:3,679807,7683,249,0
data science lectures,Statistics Course Overview | Best Statistics Course | MarinStatsLectures,AN3UkzE3HMg,2018-08-01T00:55:18Z,14:7,49764,725,4,0
data science lectures,Data Mining Lecture - - Data Analytics life cycle (Eng-Hindi),L9uRq8CT5N4,2016-11-24T15:31:15Z,6:40,27488,250,25,0
data science lectures,Data Science - Part V -  Decision Trees &amp; Random Forests,OByOgGXq76A,2015-01-24T02:29:11Z,51:7,74338,330,33,0
data science lectures,Python Full Course - Learn Python in 12 Hours | Python Tutorial For Beginners | Edureka,WGJJIrtnfpk,2019-12-01T08:51:45Z,11:56:22,1630897,35460,697,0
data science lectures,R Programming Tutorial - Learn the Basics of Statistical Computing,_V8eKsto3Ug,2019-06-06T14:12:38Z,2:10:39,907641,14994,600,0
data science lectures,Introduction to NLP (Natural Language Processing) | Data Science with Python | Lectures 2020,phEzZCgheHw,2020-05-24T15:02:53Z,2:18,14,0,0,0
data science lectures,Data Indexing and Retrieval,5Vjf7xy0dbg,2016-09-16T18:58:54Z,55:27,3436,9,2,0
data science lectures,Data-Driven Control: Overview,oulLR06lj_E,2018-06-10T19:00:20Z,24:31,40344,776,5,0
data science lectures,Big Data Analytics Lectures |  Collaborative  Filtering with Solved Example in Hindi,uqTxqvqvjC8,2018-04-12T13:27:38Z,19:46,22115,384,19,0
data science lectures,Professor Helen Margetts: &quot;The Data Science of Politics&quot;,LH3vvA7PL1U,2016-04-01T12:01:30Z,1:2:5,2200,17,0,0
data science lectures,SJEC Lectures: Big Data Analytics: Module 1.5,xzyE6-o2rLQ,2020-04-23T07:02:28Z,10:24,25,0,0,0
data science lectures,SQL Tutorial - Full Database Course for Beginners,HXV3zeQKqGY,2018-07-02T17:13:32Z,4:20:39,4459673,78690,1047,0
data science lectures,Introduction to Advanced Statistical Techniques and Its Applications | Data Analysis -Great Learning,W9ysXBsjDfo,2018-02-05T15:00:04Z,6:27,18846,113,17,0
data science lectures,Time Series Analysis - 1 | Time Series in Excel | Time Series Forecasting | Data Science|Simplilearn,gj4L2isnOf8,2018-07-02T13:48:08Z,32:49,81724,911,52,0
data science lectures,Intro to Understanding Data,EhcWQmg9EeE,2016-09-27T14:11:59Z,2:59,16760,145,2,0
data science lectures,Data Mining (Spring 2020) - Lecture 1,pbFm-TGmm5U,2020-01-06T23:55:10Z,1:16:13,398,3,0,0
data science lectures,5. Random Walks,6wUD_gp5WeE,2017-05-19T14:22:41Z,49:21,82170,879,22,0
data science lectures,11/02/16 Data Science with Kaggle Decal Lecture 16: Neural Networks,Gom41s9X2g4,2016-11-04T00:28:51Z,35:7,58,0,0,0
data science lectures,Hubs and Authority and Hits Algorithm in hindi | Big data analytics Lectures,SV35UIMX2t0,2018-04-30T13:47:47Z,21:5,31333,474,39,0
data science lectures,Webinar: Managing Data Science Organisations,PL0Sn6Tv3fE,2020-08-13T03:42:30Z,1:3:41,52,3,0,0
data science lectures,04/05/17 Data Science for Kaggle Decal Lecture 15: Learning How Neural Networks Learn,yB-2lG49raE,2017-04-11T23:13:59Z,51:12,77,0,0,0
data science lectures,ACM-IMS Interdisciplinary Summit on the Foundations of Data Science,HRCqkBt91xU,2019-07-08T17:54:32Z,5:58:55,2398,43,0,0
data science lectures,Statistical Inference Definition with Example | Statistics Tutorial #18 | MarinStatsLectures,wyu7uUbVYYM,2018-08-31T02:24:03Z,5:30,8029,115,5,0
data science lectures,Association Rule Mining | Data Science | Edureka,Z6sOGhXDdIg,2014-09-01T11:27:07Z,43:22,35531,51,33,0
data science lectures,Data Mining – Link Analysis and its Applications | DWDM Lectures,MjdL8V77fNk,2019-10-10T11:19:12Z,6:8,3887,22,0,0
data science lectures,Linear Discriminant Analysis| Data Science | Statistical Modelling,1Z7JiTp9Y90,2014-08-30T09:55:18Z,6:56,53878,117,134,0
data science lectures,IIT Madras- Vajra  Colloquium Series Lectures- Prof. Srinivasan Parthasarathy,5qrP9JayI0g,2018-09-10T11:38:01Z,55:25,413,6,0,0
data science lectures,Subsetting (Sort/Select) Data in R with Square Brackets | R Tutorial 1.9| MarinStatsLectures,jGf7WNh-LX8,2013-08-08T20:31:43Z,4:39,241085,1153,11,0
data science lectures,Optimization and Data Science: Lecture 2: Mathematical Basics,sSNJMok700I,2020-04-06T09:21:36Z,47:18,145,1,0,0
data science lectures,Python for Data Science Batch -2 Day 2,E5fvbSVD2ss,2020-06-10T02:10:12Z,1:51:15,107,2,0,0
data science lectures,Resources for Learning Data Structures and Algorithms (Data Structures &amp; Algorithms #8),UNWSdgaPkwY,2018-08-07T04:39:29Z,3:36,472397,16581,174,0
data science lectures,"&quot;UpGrad&quot; Free Courses With Certificates June 2020| upGrad Data Science,digital marketing,Python free",SuHTEcVlPdg,2020-06-13T09:29:16Z,5:9,821,105,0,0
data science lectures,Introduction to data mining and architecture  in hindi,dvRZ1VYXMJ0,2017-05-01T18:44:02Z,9:51,387497,7181,335,0
data science lectures,Introduction to Probability Distributions,CfZa1daLjwo,2019-07-02T14:27:39Z,6:20,28871,487,12,0
data science lectures,"Ics Computer Part 2 Lectures, Overview About Data Basics - 12th Class Computer",S2oRgpdNBgI,2018-11-05T06:32:51Z,23:40,11278,198,10,0
data science lectures,Top 5 Algorithms used in Data Science | Data Science Tutorial | Data Mining Tutorial | Edureka,BfowBtIxNu4,2016-01-15T15:10:06Z,1:13:27,125289,942,80,0
data science lectures,Hadley Wickham  &quot;Data Science with R&quot;,K-ss_ag2k9E,2016-10-19T23:43:21Z,47:24,32009,487,7,0
data science lectures,DBSCAN Algorithm| Data Clustering Methods in 30 minutes|  | Data Science|ExcelR,9oe43bVLxzk,2018-07-02T07:13:23Z,27:51,8621,36,7,0
data science lectures,"Data Warehouse – ETL Process, Comparison between OLTP and Data Warehouse - DWDM Lectures",LweGK6GdgvY,2019-07-23T12:40:05Z,9:0,8485,84,4,0
data science lectures,Introduction To Business Analytics With R | Data Science With R Training,20Neb7zkHVQ,2015-07-15T13:04:18Z,21:22,38091,263,18,0
data science lectures,03 - Essential Data Visualization - Data Science Course,DXfnUw_FhQw,2020-04-09T18:00:59Z,2:17:4,188,14,0,0
data science lectures,INSTALLATION OF WEKA IN WINDOWS | DATA MINING LECTURES,YbWiz4xmAQg,2019-06-14T10:35:36Z,3:42,698,8,0,0
data science lectures,Regression Analysis ll Dependent And Independent Variables (HINDI),nOYW31rrkig,2018-08-23T06:00:37Z,5:30,41138,1682,26,0
data science lectures,VIDEO 7 GATE Lectures C and Data Structures  STATIC VARIABLE Introduction,6Tb5Rhvo554,2015-09-03T13:30:43Z,9:16,9115,51,2,0
data science lectures,Data Mining Lecture -- Decision Tree | Solved Example (Eng-Hindi),cKl7WV_EKDU,2016-11-26T15:11:16Z,29:13,270095,2837,138,0
data science lectures,Ilya Volodarsky - Analytics for Startups,LLerCc7MOQo,2019-08-01T13:21:30Z,20:58,34062,819,17,0
data science lectures,R Programming For Beginners | R Language Tutorial | R Tutorial For Beginners | Edureka,fDRa82lxzaU,2017-05-18T07:13:03Z,1:10:56,775122,7819,309,0
data science lectures,"Ali Ghodsi, Lec 4: MDS, Isomap, LLE",RPjPLlGefzw,2017-01-23T20:48:24Z,1:20:29,16151,182,5,0
data science lectures,Online Experimentation and AB Testing,c2afh8WBEMQ,2017-10-14T01:47:20Z,1:0:11,2037,28,3,0
data science lectures,Introduction to Data Science - TD Foundation case study,BaNuHtP9FmA,2016-10-01T16:13:26Z,2:15,28,0,0,0
data science lectures,Data Collection and Preprocessing | Lecture 6,dAg-_gzFo14,2018-01-29T02:47:32Z,9:55,6703,167,1,0
data science lectures,Bivariate Analysis Meaning | Statistics Tutorial #19 | MarinStatsLectures,_m8v77qbkBA,2018-09-18T17:28:28Z,9:57,13167,210,3,0
data science lectures,Stanford Micro Lecture: Online Education with Candace Thille,fjLRGzaYLDw,2017-12-01T23:04:54Z,13:5,3144,60,3,0
data science lectures,Introduction,T3PsRW6wZSY,2016-06-28T06:29:30Z,28:44,321336,1335,76,0
data science lectures,"Ali Ghodsi, Lec : Deep Learning, Variational Autoencoder, Oct 12 2017 [Lect 6.2]",uaaqyVS9-rM,2017-10-15T04:22:29Z,1:1:55,58697,1449,8,0
data science lectures,Lecture_19: Pandas Essentials - Data Science &amp; Machine Learning using Python,XDkTHorZwiQ,2020-01-10T05:38:37Z,1:45,15,0,0,0
data science lectures,Bootstrap Confidence Interval with Examples | Statistics Tutorial #36 | MarinStatsLectures,-YgeLJRZQYY,2019-01-29T05:34:23Z,9:54,12345,153,2,0
data science lectures,Base SAS Programming - Introduction Lecture 1,sA2ATyt58n0,2015-03-19T02:19:29Z,39:37,140632,559,51,0
data science lectures,The best stats you&#39;ve ever seen | Hans Rosling,hVimVzgtD6w,2007-01-16T22:47:37Z,20:36,3275669,27037,584,0
data science lectures,"Ali Ghodsi, Lec : Deep Learning, Generative Adversarial Network, Oct 24 2017",7G4_Y5rsvi8,2017-11-22T16:28:44Z,1:7:35,26185,393,8,0
data science lectures,"Lectures on Causality: Jonas Peters, Part 3",Jp4UcgpVA2I,2017-05-25T13:08:51Z,1:55:4,6858,58,2,0
data science lectures,Data Mining Lecture -- Bayesian Classification | Naive Bayes Classifier | Solved Example (Eng-Hindi),RixQygYyDKI,2016-11-28T05:42:17Z,9:2,287026,2950,247,0
data science lectures,Live Interview Of Lakshay For Data Science- Commerce And Statistics Background,VvToDVYQ_rw,2020-08-12T15:52:47Z,1:3:41,14066,473,12,0
data science lectures,Machine Learning and Big Data in Cyber Security Eyal Kolman Technion lecture,G2BydTwrrJk,2014-11-17T12:54:06Z,1:12:34,8967,,,0
data science lectures,Confidence Interval Concept Explained  | Statistics Tutorial #7 | MarinStatsLectures,dl0CXDsTYjk,2018-07-04T05:09:32Z,8:16,11260,203,2,0
data science lectures,3. Python for data science 2,8R8fjzfszW8,2020-05-20T11:00:10Z,33:34,263,16,1,0
data science lectures,Student Success Story | Dimensionless | Data Science,4n-CPT1LS_8,2019-06-24T07:42:13Z,1:49,212,3,0,0
data science lectures,SJEC Lectures: Big Data Analytics: Module 1.2,4enhNL5u-F8,2020-04-16T11:27:08Z,8:27,24,0,0,0
data science lectures,"Mark Whitehorn on Big Data, Big Problems: The Register Christmas Lectures 2014",UkJ4xcXzpRk,2014-12-03T15:23:56Z,40:28,1586,7,0,0
data science lectures,Introduction to image processing in hindi #1  | Image processing Lectures,p2IPskWS_go,2016-12-12T04:34:50Z,10:19,181566,2024,145,0
data science lectures,Unit 1: Introduction to Marine Science (Lectures 1 &amp; 2),2YQaY7V8vWo,2013-01-18T22:28:17Z,14:54,28173,,,0
data science lectures,CS 109b: Data Science II: Advanced Topics in Data Science,NaLMvDt8OAg,2018-09-10T14:52:54Z,1:23,827,7,0,0
data science lectures,Lecture 43 — Collaborative Filtering | Stanford University,h9gpufJFF-0,2016-04-13T18:48:45Z,20:53,114800,1472,26,0
data science lectures,Recommendation System : Content Based Recommendation and Collaborative Filtering Explained in Hindi,jhFFOmvPne4,2019-05-19T06:10:09Z,8:22,29680,1076,26,0
data science lectures,Power BI Full Course - Learn Power BI in 4 Hours | Power BI Tutorial for Beginners | Edureka,3u7MQz1EyPY,2019-08-11T08:30:00Z,3:35:38,691826,8518,310,0
data science lectures,Natural Language Processing (NLP) Tutorial | Data Science Tutorial | Simplilearn,6WpnxmmkYys,2017-08-29T07:04:32Z,33:22,42399,524,14,0
data science lectures,Business Analytics with Excel | Data Science Tutorial | Simplilearn,W3vrMSah3rc,2017-08-29T14:30:01Z,42:30,133447,1883,45,0
data science lectures,Basics Of Principal Component Analysis Explained in Hindi ll Machine Learning Course,83x5X66uWK0,2019-03-07T06:25:33Z,9:7,135118,3571,99,0
data science lectures,"Stanford Seminar: The Science of Learning, Data, and Transformation in Higher Education",0jl46ku9uSE,2017-02-21T23:22:06Z,55:5,9587,154,1,0
data science lectures,Lecture 1,jr0KpLCH2gs,2018-01-10T12:14:14Z,32:38,21189,105,9,0
data science lectures,6. Monte Carlo Simulation,OgO1gpXSUzU,2017-05-19T14:22:39Z,50:5,790762,10032,201,0
data science lectures,Lecture 1 | Programming Methodology (Stanford),KkMDCCdjyW8,2008-07-03T02:09:02Z,49:47,2197184,12010,261,0
data science lectures,Lecture_21: Pandas Essentials - Series - Data Science &amp; Machine Learning using Python,2WJtR4QkTHU,2020-01-10T05:46:25Z,20:16,68,5,0,0
data science lectures,Big Data Analytics | Tutorial #15 | Flajolet Martin Algorithm,9AdDNKPLpmo,2017-02-14T12:12:17Z,8:51,10809,80,25,0
data science lectures,Лекция 1. Pandas. Открытый курс OpenDataScience по машинному обучению mlcourse.ai,dEFxoyJhm3Y,2017-09-06T18:54:43Z,1:57:22,115124,1414,17,0
data science lectures,Visualization for Data Science- CS-5630/6630 - Fall 2017- Lecture 12,wLk6IfNUIoA,2017-09-28T21:33:11Z,1:11:57,203,0,0,0
data science lectures,Big Data Analytics | Tutorial​ #26 | DGIM algorithm ( Solved Problem),8YFvrkhlzyA,2017-05-10T17:34:03Z,11:50,11237,62,30,0
data science lectures,"International Webinar : Computer Science , Duliajan College",l6iUntXlawU,2020-08-13T14:14:29Z,2:2:52,449,25,0,0
data science lectures,ROC Curves and Area Under the Curve (AUC) Explained,OAl6eAyP-yo,2014-11-20T03:20:44Z,14:6,399460,5164,88,0
data science lectures,Learn Python - Full Course for Beginners [Tutorial],rfscVS0vtbw,2018-07-11T18:00:42Z,4:26:52,17378865,421354,4710,0
data science lectures,JavaScript Lecture - 7 Data Types,tQNwWNZ6cHM,2020-08-13T05:56:59Z,7:27,45,7,0,0
data science lectures,"Turing Lecture: Dr Cynthia Dwork, Privacy-Preserving Data Analysis",vsA4w3itxA0,2016-12-07T13:57:58Z,50:32,2421,45,1,0
data science lectures,Bloom Filter Basic concept in Hindi | Big Data Analytics Lectures,5geaRjUZ3Ck,2018-04-12T13:28:48Z,17:45,23799,431,30,0
data science lectures,Lecture 58 — Overview of Clustering | Mining of Massive Datasets | Stanford University,DLfh8pv4-yQ,2016-04-14T00:59:15Z,8:47,37207,184,4,0
data science lectures,Paired t Test | Statistics Tutorial #21| MarinStatsLectures,Q0V7WpzICI8,2018-09-26T16:57:17Z,14:53,69323,719,31,0
data science lectures,"NERSC Nobel Lecture Series: Saul Perlmutter Lecture, June 11th, 2014",KxEtjUp21O4,2014-06-17T21:26:10Z,1:19:31,4092,24,3,0
data science lectures,Dataquest Review: Worth buying their DATA SCIENCE Course?,PhtD_5KGARw,2019-03-14T21:30:01Z,7:18,36698,1246,8,0
data science lectures,"LMS-Bath Symposium 2020, Public Lecture, Carola-Bibiane Schönlieb",iTye-0JABvs,2020-08-14T12:50:11Z,1:0:42,15,1,0,0
data science lectures,Big Data Analytics | Tutorial #8 | Matrix Multiplication by MapReduce,RIMA4rvNpI8,2017-01-14T20:16:46Z,16:57,13263,48,116,0
data science lectures,Data Science Tutorial for Beginners - 1 | What is Data Science? | Data Analytics Tools | Edureka,dMpdoprDEDI,2014-02-18T07:20:48Z,2:32:56,226230,521,115,0
data science lectures,MSc in Data Sciences and Business Analytics - Machine Learning  Part1/7 - Chloé-Agathe Azencott,ndPCTpPAPyI,2015-10-12T10:19:13Z,19:2,18828,77,2,0
data science lectures,The Neuroscience of Consciousness – with Anil Seth,xRel1JKOEbI,2017-02-01T12:54:33Z,1:0:14,1115471,14733,854,0
data science lectures,Tutorial on Sheaves in Data Analytics: Lecture 2: What is topology?,G3rWz2LgzZY,2015-08-25T16:40:33Z,46:39,2591,20,0,0
data science lectures,Prelude | Data Center to the Edge | Episode 1 | Intel Software,HvZqhMS1THs,2019-09-11T09:00:03Z,2:38,51781,13,0,0
data science lectures,Sample and Population in Statistics | Statistics Tutorial | MarinStatsLectures,DOnucdP7LNU,2018-06-22T06:02:38Z,9:10,12486,216,1,0
data science lectures,CS50 2017 - Lecture 5 - Data Structures,eZQBx8YJ6Zs,2017-09-30T18:42:17Z,1:45:40,72625,,,0
data science lectures,Statistics In Urdu Hindi Brief introduction LECTURE 01,PrDkb13OXZs,2018-02-12T17:02:41Z,1:2:14,32216,480,36,0
data science lectures,"Hans Rosling&#39;s 200 Countries, 200 Years, 4 Minutes - The Joy of Stats - BBC Four",jbkSRLYSojo,2010-11-26T17:47:18Z,4:48,9275427,44129,555,0
data science lectures,Data Mining Lecture - - Advance Topic | Web mining | Text mining (Eng-Hindi),sP_8wK7Ax88,2016-11-23T15:28:52Z,5:13,89068,794,59,0
data science lectures,Lecture 01 - The Learning Problem,mbyG85GZ0PI,2012-08-28T16:49:58Z,1:21:28,1071316,8860,85,0
data science lectures,Introduction - Learn Python for Data Science #1,T5pRlIbr6gg,2016-10-08T00:42:43Z,6:55,608932,10936,312,0
data science lectures,Machine Learning: Jan 27th Lec,U6M0m9c9_Js,2016-03-29T16:31:47Z,1:33:10,13463,85,1,0
data science lectures,Python Flask Tutorial For Beginners | Flask Web Development Tutorial | Python Training | Edureka,lj4I_CvBnt0,2018-12-18T13:31:20Z,35:50,94011,1039,107,0
data science lectures,Chi Square Test of Independence | Statistics Tutorial #29| MarinStatsLectures,pfc9MUz03XA,2018-10-21T05:13:29Z,24:26,7190,145,3,0
data science lectures,Big Data Analytics Lectures : PCY ( park chen yu) algorithm  Solved Example in Hindi,BqLhb6CWsP4,2018-04-02T12:30:09Z,20:48,22661,319,20,0
data science lectures,"Lectures on Causality: Jonas Peters, Part 1",zvrcyqcN9Wo,2017-05-24T11:37:47Z,1:44:5,32584,461,8,0
data science lectures,Descriptive Statistics - Measures of Central Tendency,XaHFNhHfXwQ,2015-06-30T20:35:56Z,26:2,67780,270,11,0
data science lectures,Need for DWH | Data Warehouse Tutorial | Data Warehousing Concepts | Mr.Vijay Kumar,ccFDMPESv20,2017-11-24T13:18:24Z,11:13,71566,,,0
data science lectures,"Supervised, Unsupervised and Reinforcement Learning in Artificial Intelligence in Hindi",4dwsSz_fNSQ,2019-06-04T15:58:18Z,9:29,100729,2505,61,0
data science lectures,"COVID-19 | Coronavirus: Epidemiology, Pathophysiology | APRIL UPDATE",YRfwZcLeOm4,2020-04-20T17:00:11Z,47:28,297117,8574,140,0
data science lectures,Lecture 46 — Dimensionality Reduction - Introduction | Stanford University,yLdOS6xyM_Q,2016-04-13T18:48:57Z,12:2,54437,451,13,0
data science lectures,"Data Mining Introduction, Evolution, Need of Data Mining | DWDM Video Lectures",G6J2Wzl5ukg,2019-09-19T12:29:28Z,9:8,30684,322,21,0
